,RespHOH_3,Rel1_1,Rel2_4,Education_3,Age_1,Gender_1,Rel3_2,RespHOH_1,Rounds,Rel1_4,subsidy,Education_1,Gender_3,country,Education_4,Rel2_2,envProduction,Education_2,Rel3_1,Rel3_3,Rel1_2,primary_farming_4,production,primary_farming_2,Rel2_3,Age_2,GameID,Gender_4,Rel2_1,Age_3,Gender_2,Rel1_3,Age_4,env,RespHOH_2,primary_farming_3,RespHOH_4,primary_farming_1,Rel3_4,Treatments
5284,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,1,0.66,1.0,7.0,0.0,MAD,0.0,0.66,30720.0,9.0,0.33,1.0,0.66,1.0,240.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,128.0,1.0,1.0,1.0,1,0.66,T2
5285,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,1,0.66,0.0,7.0,0.0,MAD,0.0,0.66,46626.0,9.0,0.33,1.0,0.66,1.0,409.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,114.0,1.0,1.0,1.0,1,0.66,T3
5286,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,1,0.66,1.0,7.0,0.0,MAD,0.0,0.66,37076.0,9.0,0.33,1.0,0.66,1.0,299.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,124.0,1.0,1.0,1.0,1,0.66,T4
5287,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,1,0.66,1.0,7.0,0.0,MAD,0.0,0.66,41624.0,9.0,0.33,1.0,0.66,1.0,344.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,121.0,1.0,1.0,1.0,1,0.66,T5
5288,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,2,0.66,0.0,7.0,0.0,MAD,0.0,0.66,34020.0,9.0,0.33,1.0,0.66,1.0,270.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,126.0,1.0,1.0,1.0,1,0.66,T1
5289,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,2,0.66,1.0,7.0,0.0,MAD,0.0,0.66,37200.0,9.0,0.33,1.0,0.66,1.0,300.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,124.0,1.0,1.0,1.0,1,0.66,T2
5290,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,2,0.66,0.0,7.0,0.0,MAD,0.0,0.66,42240.0,9.0,0.33,1.0,0.66,1.0,352.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,120.0,1.0,1.0,1.0,1,0.66,T3
5291,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,2,0.66,1.0,7.0,0.0,MAD,0.0,0.66,44160.0,9.0,0.33,1.0,0.66,1.0,384.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,115.0,1.0,1.0,1.0,1,0.66,T4
5292,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,2,0.66,1.0,7.0,0.0,MAD,0.0,0.66,47560.0,9.0,0.33,1.0,0.66,1.0,410.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,116.0,1.0,1.0,1.0,1,0.66,T5
5293,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,3,0.66,0.0,7.0,0.0,MAD,0.0,0.66,39960.0,9.0,0.33,1.0,0.66,1.0,333.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,120.0,1.0,1.0,1.0,1,0.66,T1
5294,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,3,0.66,1.0,7.0,0.0,MAD,0.0,0.66,42840.0,9.0,0.33,1.0,0.66,1.0,360.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,119.0,1.0,1.0,1.0,1,0.66,T2
5295,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,3,0.66,0.0,7.0,0.0,MAD,0.0,0.66,37680.0,9.0,0.33,1.0,0.66,1.0,314.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,120.0,1.0,1.0,1.0,1,0.66,T3
5296,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,3,0.66,1.0,7.0,0.0,MAD,0.0,0.66,41769.0,9.0,0.33,1.0,0.66,1.0,357.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,117.0,1.0,1.0,1.0,1,0.66,T4
5297,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,3,0.66,1.0,7.0,0.0,MAD,0.0,0.66,44505.0,9.0,0.33,1.0,0.66,1.0,387.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,115.0,1.0,1.0,1.0,1,0.66,T5
5298,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,4,0.66,0.0,7.0,0.0,MAD,0.0,0.66,40592.0,9.0,0.33,1.0,0.66,1.0,344.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,118.0,1.0,1.0,1.0,1,0.66,T1
5299,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,4,0.66,1.0,7.0,0.0,MAD,0.0,0.66,43036.0,9.0,0.33,1.0,0.66,1.0,371.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,116.0,1.0,1.0,1.0,1,0.66,T2
5300,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,4,0.66,0.0,7.0,0.0,MAD,0.0,0.66,40484.0,9.0,0.33,1.0,0.66,1.0,349.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,116.0,1.0,1.0,1.0,1,0.66,T3
5301,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,4,0.66,1.0,7.0,0.0,MAD,0.0,0.66,41644.0,9.0,0.33,1.0,0.66,1.0,359.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,116.0,1.0,1.0,1.0,1,0.66,T4
5302,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,4,0.66,1.0,7.0,0.0,MAD,0.0,0.66,37723.0,9.0,0.33,1.0,0.66,1.0,317.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,119.0,1.0,1.0,1.0,1,0.66,T5
5303,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,5,0.66,0.0,7.0,0.0,MAD,0.0,0.66,36720.0,9.0,0.33,1.0,0.66,1.0,306.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,120.0,1.0,1.0,1.0,1,0.66,T1
5304,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,5,0.66,1.0,7.0,0.0,MAD,0.0,0.66,36720.0,9.0,0.33,1.0,0.66,1.0,306.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,120.0,1.0,1.0,1.0,1,0.66,T2
5305,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,5,0.66,0.0,7.0,0.0,MAD,0.0,0.66,40567.0,9.0,0.33,1.0,0.66,1.0,359.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,113.0,1.0,1.0,1.0,1,0.66,T3
5306,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,5,0.66,1.0,7.0,0.0,MAD,0.0,0.66,42448.0,9.0,0.33,1.0,0.66,1.0,379.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,112.0,1.0,1.0,1.0,1,0.66,T4
5307,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,5,0.66,1.0,7.0,0.0,MAD,0.0,0.66,36057.0,9.0,0.33,1.0,0.66,1.0,303.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,119.0,1.0,1.0,1.0,1,0.66,T5
5308,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,6,0.66,0.0,7.0,0.0,MAD,0.0,0.66,33794.0,9.0,0.33,1.0,0.66,1.0,277.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,122.0,1.0,1.0,1.0,1,0.66,T1
5309,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,6,0.66,1.0,7.0,0.0,MAD,0.0,0.66,36652.0,9.0,0.33,1.0,0.66,1.0,308.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,119.0,1.0,1.0,1.0,1,0.66,T2
5310,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,6,0.66,0.0,7.0,0.0,MAD,0.0,0.66,41382.0,9.0,0.33,1.0,0.66,1.0,363.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,114.0,1.0,1.0,1.0,1,0.66,T3
5311,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,6,0.66,1.0,7.0,0.0,MAD,0.0,0.66,40003.0,9.0,0.33,1.0,0.66,1.0,367.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,109.0,1.0,1.0,1.0,1,0.66,T4
5312,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,6,0.66,1.0,7.0,0.0,MAD,0.0,0.66,30627.0,9.0,0.33,1.0,0.66,1.0,249.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,123.0,1.0,1.0,1.0,1,0.66,T5
5313,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,7,0.66,0.0,7.0,0.0,MAD,0.0,0.66,32818.0,9.0,0.33,1.0,0.66,1.0,269.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,122.0,1.0,1.0,1.0,1,0.66,T1
5314,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,7,0.66,1.0,7.0,0.0,MAD,0.0,0.66,30000.0,9.0,0.33,1.0,0.66,1.0,240.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,125.0,1.0,1.0,1.0,1,0.66,T2
5315,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,7,0.66,0.0,7.0,0.0,MAD,0.0,0.66,38493.0,9.0,0.33,1.0,0.66,1.0,329.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,117.0,1.0,1.0,1.0,1,0.66,T3
5316,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,7,0.66,1.0,7.0,0.0,MAD,0.0,0.66,39444.0,9.0,0.33,1.0,0.66,1.0,346.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,114.0,1.0,1.0,1.0,1,0.66,T4
5317,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,7,0.66,1.0,7.0,0.0,MAD,0.0,0.66,28224.0,9.0,0.33,1.0,0.66,1.0,224.0,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,126.0,1.0,1.0,1.0,1,0.66,T5
5318,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,8,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T1
5319,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,8,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T2
5320,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,8,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T3
5321,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,8,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T4
5322,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,8,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T5
5323,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,9,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T1
5324,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,9,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T2
5325,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,9,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T3
5326,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,9,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T4
5327,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,9,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T5
5328,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,10,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T1
5329,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,10,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T2
5330,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,10,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T3
5331,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,10,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T4
5332,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,10,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T5
5333,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,11,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T1
5334,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,11,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T2
5335,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,11,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T3
5336,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,11,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T4
5337,1.0,0.66,0.66,2.0,52.0,0.0,0.66,1.0,11,0.66,,7.0,0.0,MAD,0.0,0.66,,9.0,0.33,1.0,0.66,1.0,,1.0,0.66,43.0,06IMA,0.0,0.33,39.0,0.0,0.66,40.0,,1.0,1.0,1.0,1,0.66,T5
5338,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,MAD,6.0,1.0,23628.0,0.0,1.0,1.0,1.0,1.0,179.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,132.0,1.0,1.0,0.0,1,1.0,T1
5339,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,1,1.0,1.0,0.0,0.0,MAD,6.0,1.0,18225.0,0.0,1.0,1.0,1.0,1.0,135.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,135.0,1.0,1.0,0.0,1,1.0,T2
5340,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,MAD,6.0,1.0,23760.0,0.0,1.0,1.0,1.0,1.0,180.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,132.0,1.0,1.0,0.0,1,1.0,T3
5341,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,1,1.0,1.0,0.0,0.0,MAD,6.0,1.0,30336.0,0.0,1.0,1.0,1.0,1.0,237.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,128.0,1.0,1.0,0.0,1,1.0,T4
5342,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,1,1.0,1.0,0.0,0.0,MAD,6.0,1.0,18225.0,0.0,1.0,1.0,1.0,1.0,135.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,135.0,1.0,1.0,0.0,1,1.0,T5
5343,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,2,1.0,0.0,0.0,0.0,MAD,6.0,1.0,30720.0,0.0,1.0,1.0,1.0,1.0,240.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,128.0,1.0,1.0,0.0,1,1.0,T1
5344,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,2,1.0,1.0,0.0,0.0,MAD,6.0,1.0,21945.0,0.0,1.0,1.0,1.0,1.0,165.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,133.0,1.0,1.0,0.0,1,1.0,T2
5345,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,2,1.0,0.0,0.0,0.0,MAD,6.0,1.0,37076.0,0.0,1.0,1.0,1.0,1.0,299.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,124.0,1.0,1.0,0.0,1,1.0,T3
5346,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,2,1.0,1.0,0.0,0.0,MAD,6.0,1.0,32130.0,0.0,1.0,1.0,1.0,1.0,255.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,126.0,1.0,1.0,0.0,1,1.0,T4
5347,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,2,1.0,1.0,0.0,0.0,MAD,6.0,1.0,23760.0,0.0,1.0,1.0,1.0,1.0,180.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,132.0,1.0,1.0,0.0,1,1.0,T5
5348,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,3,1.0,0.0,0.0,0.0,MAD,6.0,1.0,29568.0,0.0,1.0,1.0,1.0,1.0,231.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,128.0,1.0,1.0,0.0,1,1.0,T1
5349,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,3,1.0,1.0,0.0,0.0,MAD,6.0,1.0,29952.0,0.0,1.0,1.0,1.0,1.0,234.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,128.0,1.0,1.0,0.0,1,1.0,T2
5350,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,3,1.0,0.0,0.0,0.0,MAD,6.0,1.0,41531.0,0.0,1.0,1.0,1.0,1.0,349.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,119.0,1.0,1.0,0.0,1,1.0,T3
5351,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,3,1.0,1.0,0.0,0.0,MAD,6.0,1.0,28032.0,0.0,1.0,1.0,1.0,1.0,219.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,128.0,1.0,1.0,0.0,1,1.0,T4
5352,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,3,1.0,1.0,0.0,0.0,MAD,6.0,1.0,31242.0,0.0,1.0,1.0,1.0,1.0,246.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,127.0,1.0,1.0,0.0,1,1.0,T5
5353,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,4,1.0,0.0,0.0,0.0,MAD,6.0,1.0,30240.0,0.0,1.0,1.0,1.0,1.0,240.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,126.0,1.0,1.0,0.0,1,1.0,T1
5354,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,4,1.0,1.0,0.0,0.0,MAD,6.0,1.0,24759.0,0.0,1.0,1.0,1.0,1.0,189.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,131.0,1.0,1.0,0.0,1,1.0,T2
5355,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,4,1.0,0.0,0.0,0.0,MAD,6.0,1.0,33702.0,0.0,1.0,1.0,1.0,1.0,274.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,123.0,1.0,1.0,0.0,1,1.0,T3
5356,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,4,1.0,1.0,0.0,0.0,MAD,6.0,1.0,32612.0,0.0,1.0,1.0,1.0,1.0,263.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,124.0,1.0,1.0,0.0,1,1.0,T4
5357,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,4,1.0,1.0,0.0,0.0,MAD,6.0,1.0,20349.0,0.0,1.0,1.0,1.0,1.0,153.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,133.0,1.0,1.0,0.0,1,1.0,T5
5358,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,5,1.0,0.0,0.0,0.0,MAD,6.0,1.0,27432.0,0.0,1.0,1.0,1.0,1.0,216.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,127.0,1.0,1.0,0.0,1,1.0,T1
5359,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,5,1.0,1.0,0.0,0.0,MAD,6.0,1.0,23580.0,0.0,1.0,1.0,1.0,1.0,180.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,131.0,1.0,1.0,0.0,1,1.0,T2
5360,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,5,1.0,0.0,0.0,0.0,MAD,6.0,1.0,34364.0,0.0,1.0,1.0,1.0,1.0,284.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,121.0,1.0,1.0,0.0,1,1.0,T3
5361,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,5,1.0,1.0,0.0,0.0,MAD,6.0,1.0,32256.0,0.0,1.0,1.0,1.0,1.0,256.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,126.0,1.0,1.0,0.0,1,1.0,T4
5362,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,5,1.0,1.0,0.0,0.0,MAD,6.0,1.0,21780.0,0.0,1.0,1.0,1.0,1.0,165.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,132.0,1.0,1.0,0.0,1,1.0,T5
5363,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,6,1.0,0.0,0.0,0.0,MAD,6.0,1.0,19800.0,0.0,1.0,1.0,1.0,1.0,150.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,132.0,1.0,1.0,0.0,1,1.0,T1
5364,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,6,1.0,1.0,0.0,0.0,MAD,6.0,1.0,23580.0,0.0,1.0,1.0,1.0,1.0,180.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,131.0,1.0,1.0,0.0,1,1.0,T2
5365,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,6,1.0,0.0,0.0,0.0,MAD,6.0,1.0,30996.0,0.0,1.0,1.0,1.0,1.0,246.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,126.0,1.0,1.0,0.0,1,1.0,T3
5366,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,6,1.0,1.0,0.0,0.0,MAD,6.0,1.0,33948.0,0.0,1.0,1.0,1.0,1.0,276.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,123.0,1.0,1.0,0.0,1,1.0,T4
5367,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,6,1.0,1.0,0.0,0.0,MAD,6.0,1.0,20349.0,0.0,1.0,1.0,1.0,1.0,153.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,133.0,1.0,1.0,0.0,1,1.0,T5
5368,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,7,1.0,0.0,0.0,0.0,MAD,6.0,1.0,26496.0,0.0,1.0,1.0,1.0,1.0,207.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,128.0,1.0,1.0,0.0,1,1.0,T1
5369,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,7,1.0,1.0,0.0,0.0,MAD,6.0,1.0,23187.0,0.0,1.0,1.0,1.0,1.0,177.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,131.0,1.0,1.0,0.0,1,1.0,T2
5370,1.0,1.0,1.0,1.0,25.0,0.0,1.0,1.0,7,1.0,0.0,0.0,0.0,MAD,6.0,1.0,32364.0,0.0,1.0,1.0,1.0,1.0,261.0,1.0,1.0,32.0,06LAK,0.0,1.0,19.0,0.0,1.0,17.0,124.0,1.0,1.0,0.0,1,1.0,T3
